id,common_name,scientific_name,category,description,habitat,population_estimate,endangerment_status,created_at,size_from,size_to,colors
157,Grünfink,Chloris chloris,Vogel,"Von der Größe eines Buchfinks, aber leuchtend grün und gelb, so präsentiert sich der Grünfink in unseren Gärten. Er ist laut und präsent und verscheucht auch mal andere kleinere Vögel von der Futterstelle. Sein Gesang kann durchaus kanarienvogelartig ausfallen, passend zu seinem leuchtenden Gefieder.","Waldränder, Gärten, Hecken, Felder und Äcker",1.450.000-2.050.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,14,16,"green "
204,Löffler,Platalea leucorodia,Vogel,,"Flachwasserbereiche wie z.B. die Wattenmeerküste, Küstenlagunen, Priele oder flache Seen",850 Brutpaare,Extrem selten,2024-06-13 17:51:28.112196,80,93,white
159,Grünschenkel,Tringa nebularia,Vogel,"Der Grünschenkel brütet in Nordeuropa in der Nähe von Mooren, Heiden und Tundren. Bei uns kann man ihn regelmäßig als Durchzügler beobachten. Hier macht er Rast in flachen Gewässern und erbeutet dort häufig kleine Fische, Kaulquappen und Frösche. Er überwintert in Afrika südlich der Sahara, teilweise jedoch auch im Mittelmeerraum. Wie sein Name schon verrät, sind seine Beine und Füße olivgrün, sein Gefieder ist überwiegend braungrau und weiß.",flache Gewässer und überschwemmte Äcker und Wiesen,12.500 Individuen,Nicht gefährdet,2024-05-23 15:44:04.695499,30,34,"gray,white"
48,Waschbär,Procyon lotor,Säugetier,"Der Waschbär ist ein Allesfresser, der ursprünglich aus Nordamerika stammt und sich in Deutschland ausgebreitet hat, vor allem in städtischen Gebieten.","städtische Gebiete, Wälder",keine genauen Daten,Nicht gefährdet,2024-05-21 13:16:42.655563,40,70,"black,white"
78,Alpenschneehuhn,Lagopus muta,Vogel,"Diesen taubengroßen Hähnervogel trifft man ausschließlich in den Voralpen und Alpen über der Baumgrenze an. Um in den unterschiedlichen Jahreszeiten perfekt getarnt zu sein, tauscht das Alpenschneehuhn sein graubraunes Sommergefieder im Winter gegen ein schneeweißes Federkleid ein. Zum Schutz vor Kälte ist es besonders dicht. Damit ist das Alpenschneehuhn ein echter Spezialist für die teilweise extremen Bedingungen in seinem Lebensraum.",Gebirge,150-250 Brutpaare,Extrem selten,2024-05-22 10:49:24.080623,34,36,"white,gray"
79,Alpensegler,Tachymarptis  melba,Vogel,"Alpensegler, die größeren Verwandten des Mauerseglers, sind aufgrund ihrer südlichen Beschränkung weniger bekannt. Als Felsenbrüter kommen sie vor allem in den Alpen vor, haben sich jedoch als Gebäudebrüter in einigen südlichen Städten etabliert. Ob sie wie Mauersegler auch während des Flugs schlafen und nur zur Brutzeit feste Standorte aufsuchen, ist noch nicht vollständig bekannt. Beobachtet wurde jedoch, dass sie zur Brutzeit hängend oder liegend in der Nähe des Nests �Übernachten.",Felswände,300-350 Brutpaare,Extrem selten,2024-05-22 10:49:24.080623,20,23,"brown,white"
89,Baumpieper,Anthus trivialis,Vogel,"Auch wenn der Baumpieper früher noch sehr häufig war, erzeugt der Artname „trivialis“, was „gewöhnlich“ bedeutet, heute ein falsches Bild von der Verbreitung des Baumpiepers. Denn in einigen Regionen sind die Bestände des Baumpiepers bis zu 80 Prozent zurückgegangen oder gar ganz erloschen. Die Gründe hierfür sind vielfältig, aber in hohem Maße einer intensiveren Forstwirtschaft und den Schwierigkeiten auf dem Zug und in den Wintergebieten zuzuschreiben.",Wiesen und Weidenlandschaften,252.000-360.000 Brutpaare,Vorwarnliste,2024-05-22 10:49:24.080623,14,16,brown
67,Europäische Sumpfschildkröte,Emys orbicularis,Amphibie,"Die Europäische Sumpfschildkröte ist eine halb-aquatische Schildkrötenart, die in verschiedenen Gewässern lebt.","Teiche, langsam fließende Gewässer",keine genauen Daten,Stark gefährdet,2024-05-21 13:26:36.073816,15,30,"brown,yellow"
58,Fadenmolch,Lissotriton helveticus,Amphibie,Der Fadenmolch ist ein kleiner Molch mit auffälligen Streifenmusterungen und bevorzugt Lebensräume wie Feuchtgebiete und Waldränder.,"Feuchtgebiete, Waldränder",keine genauen Daten,Gefährdet,2024-05-21 13:26:36.073816,6,9,brown
154,Grauschnäpper,Muscicapa striata,Vogel,"Obwohl man Grauschnäpper auch in Vorgärten oder Parks antrifft, können sie zwischen den anderen Vogelgesängen leicht überhört werden. Glücklicherweise ist ihr Verhalten deutlich auffälliger als ihr Gesang. Sie sind nämlich kleine Ansitzjäger, die auf einer exponierten Warte sitzen und auf vorbeifliegende Insekten warten. Sobald diese in die Nähe kommen, jagen Grauschnäpper in aufwendigen Flugmanövern hinterher, um sich dann wieder auf der Sitzwarte niederzulassen.","lichte Laub-, Nadel und Mischwälder, Waldränder, Lichtungen und halboffene Gebiete",155.000-230.000 Brutpaare,Vorwarnliste,2024-05-23 15:44:04.695499,13.5,15,gray
76,Alpenbraunelle,Prunella Colla,Vogel,"Alpenbraunellen trifft man meistens in alpinen Lagen an. Um in einer solch kargen Landschaft überleben zu können, bedarf es vielfältiger Anpassungen. So hat die Alpenbraunelle beispielsweise ein kompliziertes Fortpflanzungssystem entwickelt, das zu einem gewissen Grad in der Lage ist, die Verluste in strengen Wintern auszugleichen. Aber auch ihr Zugverhalten kann sich strengen Wintern anpassen, indem vermehrt Tiere die alpinen Lagen verlassen, um in die Talgebiete zu ziehen.",Gebirge,430-800 Brutpaare,Extrem selten,2024-05-22 10:49:24.080623,15,17.5,"brown,gray"
85,Bartgeier,Gypaetus barbatus,Vogel,"Der Bartgeier verdankt seinen Namen dem auffälligen Kinnbart, den sowohl Männchen als auch Weibchen tragen. Der König der Lüfte wurde aufgrund seines unberechtigt schlechten Rufes als Lämmer- und Kindergeier 1913 im Alpenraum ausgerottet. Erfolgreiche Wiederansiedlungsprojekte konnten diesen imposanten Greifvogel zurückholen. Seit 1997 zählt der Bartgeier mit über 60 Brutpaaren wieder zu den Brutvögeln der Alpen, 2021 gab es die erste Auswilderung in Deutschland.",Gebirge,60 Individuen,Stark gefährdet,2024-05-22 10:49:24.080623,110,110,"brown,white"
117,Dreizehenspecht,Picoides tridactylus,Vogel,"Normalerweise haben Spechte, wie auch die meisten anderen Vögel, insgesamt vier Zehen. Warum die vierte Zehe bei den Dreizehenspechten fehlt, ist allerdings unklar. Offensichtlicher als an den Füßen erkennen Sie diese zutraulichen Spechte aber an ihrem schwarz-weißen Gefieder, wodurch sie im Gegensatz zu Buntspechten sehr dunkel wirken. In Deutschland kommt die Unterart alpinus vor, sie besitzt einen dunkel gebänderten Rücken.","Nadel- und Mischwälder mit älteren Fichten und Totholz, vor allem Bergwälder",900-1.300 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,21.5,24,"black,gray,yellow"
131,Feldschwirl,Locustella naevia,Vogel,"Feldschwirle sind sehr unscheinbare Vögel. Sowieso eher selten zu sehen, können sie den Eindruck einer kleinen Maus erwecken, wenn sie schnell am Boden ins nächste Dickicht huschen. Auch ihr Gesang ist eher unscheinbar, vor allem, da er überhaupt nicht an einen Vogel, sondern eher an eine Heuschrecke erinnert. Daher tragen die Schwirle auch ihren Gattungsnamen „Locustella“, der „kleine Heuschrecke“ bedeutet.",feuchte Gebiete mit hoher Krautschicht und einzelnen Warten,25.000-43.000 Brutpaare,Stark gefährdet,2024-05-23 15:44:04.695499,12.5,13.5,brown
147,Gimpel,Pyrrhula pyrrhula,Vogel,"Wenn ein männlicher Gimpel mit seinem strahlend rosaroten Gefieder das Futterhaus anfliegt, kann wohl niemand wegsehen. Außerhalb von Fütterungen ist der große Fink jedoch gar nicht so leicht zu entdecken, da er sich am liebsten in dichten Büschen aufhält. Bei Menschen ist er äußerst beliebt: Schon früh hielten sie den auch „Dompfaff“ genannten Vogel in Käfigen und pfiffen ihm Melodien vor, die er meist ohne Probleme imitieren konnte.","junge Nadel- und Mischwälder, Parks, Friedhöfe, Gärten und Feldränder",170.000 - 330.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,15.5,17,"red,gray,black"
158,Grünlaubsänger,Phylloscopus trochiloides,Vogel,"Der Grünlaubsänger ist seit circa 30 Jahren Brutvogel in Deutschland, nachdem eine erfolgreiche Brut auf Helgoland nachgewiesen werden konnte. Die Tatsache, dass er sich erst kürzlich angesiedelt hat, und seine eher versteckte Lebensweise sind dafür verantwortlich, dass er vielen nicht bekannt sein dürfte. Eigentlich ein Brutvogel der Taiga von Sibirien bis zur Ostsee, häufen sich die Brutnachweise in Deutschland.",Wälder und Gärten,3-10 Brutpaare,Extrem selten,2024-05-23 15:44:04.695499,9.5,10.5,"green,gray"
149,Goldammer,Emberiza citrinella,Vogel,"Das „citrinella“ in ihrem wissenschaftlichen Namen bedeutet „zitronengelb“, und das nicht zu Unrecht: Im Prachtkleid haben die Männchen einen leuchtend gelben Kopf und eine gelbe Unterseite. Mit diesem hübschen Federkleid und ihrem Gesang versuchen die Männchen, bei ihren Damen zu landen. Angelockten Weibchen werden anschließend gelegentlich Grashalme geschenkt.","Feldränder, Heiden, Waldlichtungen, Obstwiesen, Weinberge oder Küsten mit einzelnen Sträuchern",1.100.000-1.650.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,15.5,17,"yellow,brown"
92,Bergfink,Fringilla montifringilla,Vogel,"Im Winter bekommen wir regelmäßig Besuch von Bergfinken, die sonst weiter oben im Nordosten ihren Sommer verbringen. Bergfinken mischen sich im Winter häufig unter unsere heimischen Finken und suchen gerne Futterhäuschen auf. In Süddeutschland kann man in bucheckernreichen Jahren das Phänomen riesiger millionenstarker Bergfinkenschwärme beobachten.",Äcker und Gärten,über 1 Mio Individuen.,Nicht gefährdet,2024-05-22 10:49:24.080623,14,16,"orange,white,black"
105,Brachpieper,Anthus campestris,Vogel,"Dieser schlanke, gut getarnte Vogel ist durch den Verlust seines Lebensraumes nur noch ein seltener Vertreter in Deutschland. Früher war er bei uns weit verbreitet. Da  geeignete Habitate zunehmend durch Nutzungsaufgabe verbuschen oder durch Überdüngung für den Brachpieper ungeeignet werden, findet er immer weniger Lebensraum bei uns. Der eher unauffällige Brachpieper ist mittlerweile – bis auf wenige Ausnahmen – nur noch in Nordostdeutschland anzutreffen.","Truppenübungsplätze, Heidelandschaften, Brachflächen, Binnendünen und Trockenrasen",550-900 Brutpaare,Vom Aussterben bedroht,2024-05-22 10:49:24.080623,16.5,17,brown
124,Eissturmvogel,Fulmarus glacialis,Vogel,"Der Eissturmvogel ist ein Hochseevogel und die meiste Zeit seines Lebens auf dem offenen Meer unterwegs. Nur zur Brutzeit kommt er an Land und bleibt für diese Zeit in der Nähe des Brutplatzes. Auf Helgoland befindet sich seit 1972 eine Brutkolonie. An seiner Röhrennase auf dem Schnabel, die der Salzausscheidung dient, ist der Eissturmvogel gut zu erkennen. Er kann bis zu 50 Jahre alt werden.","offene See, Brut an Steilküsten",52 Brutpaare,Extrem selten,2024-05-23 15:44:04.695499,43,52,"white,gray"
127,Elster,Pica pica,Vogel,"Elstern haben schon lange den Ruf als diebische Langfinger, jedoch völlig unbegründet. Es kann schon einmal vorkommen, dass die neugierigen Vögel Drähte zum Nestbau verwenden. Das gezielte Stehlen von glitzernden Gegenständen konnte ihnen aber nicht nachgewiesen werden. Auch ihr Ruf, für den Rückgang kleiner Singvögel verantwortlich zu sein, ist unbegründet. Zwar fressen Elstern auch mal Vogeleier, doch in zu geringem Ausmaß, um wirklich für den Rückgang der Singvogelbestände verantwortlich zu sein.","Siedlungen, Gärten, Hinterhöfe und Parks",375.000-555.000 Brutpaare,Nicht gefährdet,2024-05-23 15:44:04.695499,40,51,"black,white"
94,Berglaubsänger,Phylloscopus bonelli,Vogel,"Der Berglaubsänger ist in Deutschland nur in den südlichen Bergregionen zu finden. Von hier zieht sich sein Verbreitungsgebiet über Westeuropa bis ins nördliche Westafrika. Dieses ohnehin schon kleine Verbreitungsgebiet wurde durch die Entdeckung, dass es sich bei dem Balkanlaubsänger um eine eigenständige Art und nicht um eine Teilpopulation des Berglaubsängers handelt, noch weiter verkleinert.","Nadel-, Misch- und Laubwälder",1.200-2.300 Brutpaare,Nicht gefährdet,2024-05-22 10:49:24.080623,10.5,11.5,"gray,green"
163,Habichtskauz,Strix uralensis,Vogel,"Der scheue Habichtskauz ähnelt auf den ersten Blick dem Waldkauz, ist aber deutlich größer. Er galt lange als ausgestorben. Durch ein Wiederansiedlungsprojekt im Nationalpark Bayerischer Wald konnten 1989 die ersten Bruterfolge in freier Wildbahn verzeichnet werden.  Dort lebt derzeit vor allem in den alten Wäldern eine kleine sich selbst erhaltende Population von 20 Paaren.",dichte Wälder mit angrenzenden Freiflächen,20 Paare,Extrem selten,2024-06-12 15:37:32.245851,50,59,"white,gray"
164,Halsbandschnäpper,Ficedula albicollis,Vogel,"Der Halsbandschnäpper sieht dem Trauerschnäpper auf den ersten Blick zum Verwechseln ähnlich. Bei genauerem Hinsehen entdeckt man jedoch, dass sich um seinen Hals das namensgebende weiße Band zieht. Er kommt zudem nur im mittleren Süden und Südosten Europas vor. Interessanterweise brütet der Halsbandschnäpper aber auch in Südschweden auf Gotland und Ödland.","Laubwälder, Parks, Gärten und Streuobstwiesen",3.700-5.500 Brutpaare,Gefährdet,2024-06-12 15:37:32.245851,12,13,"black,brown,white"
165,Halsbandsittich,Psittacula krameri,Vogel,Der Halsbandsittich kam als Gefangenschaftsflüchtling nach Europa. Dort hat er sich vor allem in größeren Städten etablieren können. In Deutschland wurde die erste Brut 1969 in Köln festgestellt. Von dort hat sich der Vögel nach und nach in andere Städte ausgebreitet oder unabhängige Populationen aufgebaut. Dank seines exotisch anmutenden Aussehens und lauten Gemüts ist der Sittich vielen Städtern gut bekannt.,"größere Städte mit altem Baumbestand, z.B. in Parkanlagen und Gärten",1.400-2.100 Brutpaare,Nicht gefährdet,2024-06-12 15:37:32.245851,37,43,"green,red"
166,Haselhuhn,Tetrastes bonasia,Vogel,"Perfekt getarnt am Waldboden lässt sich das Haselhuhn nur selten entdecken, sein Gefieder ähnelt nämlich der Struktur einer Baumrinde. Schnell und heimlich bewegt es sich leise am Boden und sucht dort nach Nahrung. Der feine Balzruf des Männchens lässt sich zwar in einiger Entfernung noch hören, erinnert aber an eine Meise oder ein Goldhähnchen, weshalb viele kein Haselhuhn dahinter vermuten. Sein Vorkommen beschränkt sich in erster Linie auf die südlichen Bundesländer.","dichte, deckungsreiche Laub-, Misch- und Nadelwälder mit ausgeprägter Strauch- und Krautschicht",900-1.300 Brutpaare,Stark gefährdet,2024-06-12 15:37:32.245851,35,37,"brown,white"
167,Haubenlerche,Galerida cristata,Vogel,"Die Haubenlerche ist bei uns nur noch selten und lokal verbreitet. Ihre bevorzugten Lebensräume werden immer knapper. Sie mag es gerne ruhig, trocken und mit ausreichend Plätzen zum Sandbaden in der Sonne. Bei Erschließung neuer Baugebiete ist sie manchmal vorübergehend zu Gast, verschwindet aber mit Fortschreiten der Bauphase wieder. Dank ihrer Haube kann man sie gut von der Feldlerche unterscheiden. Die Haubenlerche ist sehr stimmfreudig.","Felder, Industriegebiete und Hafengebiete, Ödland und Offenlandschaften",1.700-2.700 Brutpaare,Vom Aussterben bedroht,2024-06-12 15:37:32.245851,17,19,"brown,gray"
168,Haubenmeise,Parus cristatus,Vogel,"Bei der Haubenmeise ist schnell klar, woher sie ihren Namen hat. Die weiß-grauen Federn am Kopf bilden eine prächtige Haube. Ein weiteres auffälliges Merkmal ist das halbmondförmige schwarze Band hinter dem Auge. Sie ist etwa blaumeisengroß und lebt in Fichten- und Kiefernwäldern. Wenn genug Nadelhölzer vorhanden sind, besiedelt sie auch Parks und Gärten. Selten kommt sie auch zu Futterhäusern, ist dort aber eher scheu.",Nadelwälder mit Fichten- und Kieferbestand,385.000-610.000 Brutpaare,Nicht gefährdet,2024-06-12 15:37:32.245851,10.5,12,"gray,black"
205,Mandarinente,Aix galericulata,Vogel,,"Parks, ruhige Teiche und Seen",430-600 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,41,49,"orange,white,purple,green,brown"
206,Mantelmöwe,Larus marinus,Vogel,,"an der Küste, Flussmündungen, Häfen und großen Seen in Meeresnähe, Steilküsten und Felseninseln",100 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,61,74,"white,black"
169,Haubentaucher,Podiceps cristatus,Vogel,"Der größte und wohl bekannteste unserer heimischen Lappentaucher ist der Haubentaucher. Mit dem langen Hals und der aufgestellten Haube ist er eine elegante Erscheinung auf unseren Gewässern. Da er ungeniert auf der offenen Wasserfläche herumschwimmt und nicht sonderlich scheu ist, können wir ihn oft und gut beobachten. Haubentaucher bleiben immer öfter das ganze Jahr über hier.","Gewässer mit ausreichender Ufervegetation, Seen, langsame Fließgewässer, Teiche und Boddengewässer",18.500-27.000 Brutpaare,Nicht gefährdet,2024-06-12 15:37:32.245851,46,51,"white,black,orange"
170,Hausrotschwanz,Phoenicurus ochruros,Vogel,"Früher war der Hausrotschwanz eher im Bergland anzutreffen. Er hat sich aber die menschlichen Siedlungen zu Nutze gemacht und findet dort beste Voraussetzungen, um zu brüten. Er ist also immer häufiger in unmittelbarer Nähe zum Menschen unterwegs. Etwa 70 Minuten vor Sonnenaufgang beginnt der Hausrotschwanz mit seinem lautstarken Gesang, zur Freude mancher Frühaufsteher.",Gebäude und Gärten in Dörfern und Städten,800.000-1.100.000 Brutpaare,Nicht gefährdet,2024-06-12 15:37:32.245851,13,15,"black,brown,orange"
171,Haussperling,Passer domesticus,Vogel,"Als typischer Kulturfolger lebt der Haussperling, im Volksmund auch Spatz genannt, schon lange in direkter Nachbarschaft mit den Menschen. Kein Wunder also, dass er vielfach Eingang in Geschichten und Sprichwörter gefunden hat. Dabei hatte der kleine Sperling, der so unschuldig vom Dach herunterruft, nicht immer ein gutes Image. Wer sich fragt, woher Redensarten wie „Dreckspatz“ und „Spatzen unterm Hut haben“ kommen, sollte sich mit der Vergangenheit des Spatzen beschäftigen.","landwirtschaftliche Betriebe, Kleingartenanlagen, Vorstadtbezirke und Parkanlagen",4.100.000-6.000.000 Brutpaare,Nicht gefährdet,2024-06-12 15:37:32.245851,14,16,"brown,gray,black"
172,Heckenbraunelle,Prunella modularis,Vogel,,"Dickichte in Wäldern, Hecken, oder Gebüschen in Gärten, Friedhöfen oder Parkanlagen",125.0000-175.0000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,13,14.5,"brown,gray"
173,Heidelerche,Lullula arborea,Vogel,,"offene, karge Standorte mit sandigem Boden - Heiden, Lichtungen oder offene Kiefernwälder",27.000-47.000 Brutpaare,Vorwarnliste,2024-06-12 17:25:26.575836,13.5,15,brown
174,Heringsmöwe,Larus fuscus,Vogel,,an Küsten oder Inseln und auf dem Meer oder Flüssen,44.000-44.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,48,56,"white,gray"
175,Höckerschwan,Cygnus olor,Vogel,,"alle Gewässertypen, auch Parks und künstliche Seen",10.500-14.500 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,140,160,white
176,Hohltaube,Columba oenas,Vogel,,"lichte Wälder und Gehölze mit altem Baumbestand, große Parks und Gärten, Dünenlandschaften und and der Steilküste",70.000-115.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,28,32,gray
177,Jagdfasan,Phasianus colchicus,Vogel,,"strukturreiche, landwirtschaftlich geprägte Räume mit Feldgehölzen und Hecken",165.000-225.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,53,89,"brown,green,red,white"
178,Kampfläufer,Calidris pugnax,Vogel,,"an der Nordseeküste oder während der Rast an Seen, teichen oder überfluteten Äckern und auf Kies- und Sandbänken",50 Brutpaare,Vom Aussterben bedroht,2024-06-12 17:25:26.575836,22,32,"white,black,brown"
179,Kanadagans,Branta canadensis,Vogel,,"alle Gewässertypen, von Wiesen, über Moore, bis Parks",8.500-14.500 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,80,105,"brown,black,white"
180,Karmingimpel,Carpodacus erythrinus,Vogel,,"Feldränder, lichte Wälder, Parks, Buschgruppen an Küsten, Flüssen oder Mooren",600-1.000 Brutpaare,Vorwarnliste,2024-06-12 17:25:26.575836,13.5,15,"red,brown"
181,Kernbeißer,Coccothraustes coccothraustes,Vogel,,"Laub- oder Mischwälder mit Eichen, Hainbuchen, Ulmen und Buchen oder Obstbäumen",205.000-355.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,16.5,18,"brown,white,black"
182,Kiebitz,Vanellus vanellus,Vogel,,"Moore, Feuchtwiesen, Äcker und Wiesen",42.000-67.000 Brutpaare,Stark gefährdet,2024-06-12 17:25:26.575836,28,31,"green,black,white"
183,Kiebitzregenpfeifer,Pluvialis squatarola,Vogel,,"an Küsten im Watt, auf Schlammflächen, Sandbänken und weiten Stränden",19.000 Wintergäste,Nicht gefährdet,2024-06-12 17:25:26.575836,27,30,"brown,white"
184,Klappergrasmücke,Sylvia curruca,Vogel,,"große Gärten, Parks, junge Nadelwälder und hecklenreiche Feldränder",180.000-295.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,11.5,13.5,"white,gray,brown"
185,Kleiber,Sitta europaea,Vogel,,"offene Laub- und Mischwälder, in Parks, großen Gärten, Alleen, auf Friedhöfen oder Obstwiesen",1.250.000-1.750.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,12,14.5,"orange,blue,white,black"
186,Kleinspecht,Dendrocopos minor,Vogel,,"Laub- und Mischwälder, Auenlandschaften, Erlenbrüche und Moorwälder, Parks und Streuobstwiesen",22.000-37.000 Brutpaare,Gefährdet,2024-06-12 17:25:26.575836,14,16.5,"black,white,red"
187,Kleinsumpfhuhn,Porzana parva,Vogel,,Röhricht mit angrenzenden offenen Wasser- und Schlickflächen,unbekannt,Gefährdet,2024-06-12 17:25:26.575836,18,20,"brown,gray,black"
188,Knäckente,Anas querquedula,Vogel,,"flache Gewässer mit ausreichender Vegetation, Gräben und überschwemmte Wiesen",1.200-1.700 Brutpaare,Vom Aussterben bedroht,2024-06-12 17:25:26.575836,37,41,"brown,white"
189,Knutt,Calidris canutus,Vogel,,Durchzügler und Wintergast im Wattenmeer,26.000 Individuen,Nicht gefährdet,2024-06-12 17:25:26.575836,23,26,brown
190,Kohlmeise,Parus major,Vogel,,"Laub- und Mischwälder, Parks und Gärten",5.650.000-7.000.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,13.5,15,"black,blue,yellow,white"
191,Kolbenente,Netta rufina,Vogel,,flache Binnenlandgewässer mit viel Vegetation und Brackwasserlagunen,1.000-1.100 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,53,57,"brown,black,white"
192,Kolkrabe,Corvus corax,Vogel,,"große Wälder in Waldrandlage, halboffene Landschaften, an Steilküsten und Gebirgen oder in Stadtnähe",20.000-28.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,54,67,black
193,Kormoran,Phalacrocorax carbo,Vogel,,"fischreiche, große Gewässer",26.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,80,100,"black,yellow,white"
194,Kornweihe,Circus cyaneus,Vogel,,"Sümpfe, Moore und offene Landschaften mit Feuchtflächen",8-9 Brutpaare,Vom Aussterben bedroht,2024-06-12 17:25:26.575836,43,52,"white,brown,gray"
195,Krabbentaucher,Alle alle,Vogel,,selten an den Küsten zu beobachten,unbekannt,Nicht gefährdet,2024-06-12 17:25:26.575836,19,21,"black,white"
196,Kranich,Grus grus,Vogel,,Feuchtgebiete und Moore oder während der Rast auf Feldern,10.000 Brutpaare,Nicht gefährdet,2024-06-12 17:25:26.575836,96,116,"gray,black,red,white"
197,Krickente,Anas crecca,Vogel,,"Süß- und Brackwasser, kleine Teiche in Waldnähe, Moore oder bewachsene Küstenabschnitte",4.200-6.500 Brutpaare,Gefährdet,2024-06-13 17:51:28.112196,34,38,"brown,white,green"
198,Kuckuck,Cuculus canorus,Vogel,,Wälder und halboffene Landschaften mit Buschvegetation,38.000-62.000 Brutpaare,Gefährdet,2024-06-13 17:51:28.112196,32,36,gray
209,Mäusebussard,Buteo buteo,Vogel,,"Feldgehölze, Waldränder, Alleen, offene Flächen, wie Felder oder Lichtungen",68.000-115.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,46,58,"brown,white"
210,Meerstrandläufer,Calidris maritima,Vogel,,"steinige, felsige Küsten und Strände",370 Individuen,Gefährdet,2024-06-13 17:51:28.112196,19,22,brown
211,Mehlschwalbe,Delichon urbicum,Vogel,,"offene Gelände, Städte und an Insektenreichen Gewässern",500.000-920.000 Brutpaare,Gefährdet,2024-06-13 17:51:28.112196,13,15,"black,white"
212,Merlin,Falco columbarius,Vogel,,"Moore, Tundren, Heiden und landwirtschaftlich geprägte Gegenden",unbekannt,Gefährdet,2024-06-13 17:51:28.112196,26,33,"gray,white,brown"
213,Misteldrossel,Turdus viscivorus,Vogel,,"Nadel- und Mischwälder, fgroße Gärten und Parks",165.000-320.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,26,29,brown
214,Mittelmeermöwe,Larus michahellis,Vogel,,"im Binnenland an Flüssen und Seen, Häfen Kulturland und Mülldeponien",220-280 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,52,58,"white,gray"
215,Mittelsäger,Mergus serrator,Vogel,,Meeresbuchten an der Ostsee,340 Burtpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,52,58,"black,white,brown"
216,Mittelspecht,Leiopicus medius,Vogel,,"Laubwälder mit Eichen und Buchen, Parks und Erlenwälder mit genügend Totholz",34.000-61.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,19.5,22,"black,white,red"
217,Mönchsgrasmücke,Sylvia atricapilla,Vogel,,"Gebiete mit vielen Gebüschen, wie Wälder, Feldränder, Parks oder Friedhöfe und Gärten",4.650.000-6.150.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,13.5,15,"gray,black,brown"
218,Moorente,Aythya nyroca,Vogel,,"kleine, vegetationsreiche, flache Binnengewässer und Sümpfe",1-7 Brutpaare,Vom Aussterben bedroht,2024-06-13 17:51:28.112196,38,42,"brown,black"
219,Mornellregenpfeifer,Charadrius morinellus,Vogel,,"während der Zugrast an Küsten, auf Äckern, im Heideland und auf kurzen Wiesen",151-400 Individuen,Stark gefährdet,2024-06-13 17:51:28.112196,20,24,"brown,gray,white"
220,Nachtigall,Luscinia megarhynchos,Vogel,,unterholzreiche Laubwälder und Strukturreiche Gärten,84.000-155.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,15,16.5,"brown,gray"
221,Nachtreiher,Nycticorax nycticorax,Vogel,,"Teiche, Sümpfe und Flussauen",30-40 Brutpaare,Stark gefährdet,2024-06-13 17:51:28.112196,58,65,"gray,white,blue"
222,Nandu,Rhea americana,Vogel,,"Felder, Wiesen, Seen und kleine Wälder in Mecklenburg-Vorpommern und Schleswig-Holstein",unbekannt,Nicht gefährdet,2024-06-13 17:51:28.112196,140,170,gray
223,Nebelkrähe,Corvus cornix,Vogel,,"Wälder, Baumgruppen, Parks und Gärten, Felder und Äckern im Osten Deutschlands",100.001-1.000.000 Individuen,Nicht gefährdet,2024-06-13 17:51:28.112196,45,47,"black,gray"
224,Neuntöter,Lanius collurio,Vogel,,offene strukturierte Landschaften mit aureichend Sträuchern und Dorngebüschen,84.000-150.000 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,17,17,"brown,gray,white,black"
225,Nilgans,Alopochen aegyptiacus,Vogel,,"Gewässer aller Art, Parks und Felder",5.000-7.500 Brutpaare,Nicht gefährdet,2024-06-13 17:51:28.112196,63,73,"brown,white,black,gray"
